run_date,term,author,posts
2026-06-22,lives,nationaltribune.com.au,1
2026-06-22,livestock,airr.com.au,2
2026-06-22,livestock,FarmQuick,1
2026-06-22,livestock,dpird.nsw.gov.au,1
2026-06-22,livestock,miragenews.com,1
2026-06-22,livestock,nationaltribune.com.au,1
2026-06-22,local,thelocaldoctor.com.au,2
2026-06-22,local,msn.com,2
2026-06-22,local,dubbophotonews.com.au,1
2026-06-22,local,cesphn.org.au,1
2026-06-22,long,miragenews.com,3
2026-06-22,long,loopfission,2
2026-06-22,long,Fluoride Free Australia,1
2026-06-22,long,Vân làm mẹ,1
2026-06-22,long covid,loopfission,2
2026-06-22,long covid,miragenews.com,1
2026-06-22,loss,miragenews.com,3
2026-06-22,loss,The Gut Code ,1
2026-06-22,loss,theaustralian.com.au,1
2026-06-22,loss,couriermail.com.au,1
2026-06-22,love,Sunflour Academy of Gluten Free Fusion,1
2026-06-22,love,DrMoni Nicu Babies,1
2026-06-22,love,    MummaKi_Gudiya,1
2026-06-22,love,𝐆𝐑,1
2026-06-22,love,Th3_D1v1d3d,1
2026-06-22,love,Sarah Torrence ,1
2026-06-22,low,thewest.com.au,2
2026-06-22,low,Blaire White,1
2026-06-22,low,Effective-Tour-656,1
2026-06-22,lower,On the Mones,1
2026-06-22,lower,miragenews.com,1
2026-06-22,lower,coonambletimes.com.au,1
2026-06-22,lower,msn.com,1
2026-06-22,machine,work smart studio,1
2026-06-22,machine,Hatchery Solution,1
2026-06-22,machine,everyday.com.au,1
2026-06-22,made,The Process,1
2026-06-22,made,:BananenRepublik in Deutschland,1
2026-06-22,made,IndiaFluProtection,1
2026-06-22,made,Aaron Parnas,1
2026-06-22,maga,Uncommon Ground,1
2026-06-22,maga,Social Society w/ Brandon Clark,1
2026-06-22,maga,The Discourse w/Brandon Clark,1
2026-06-22,maga destroyed,Uncommon Ground,1
2026-06-22,maga destroyed,Social Society w/ Brandon Clark,1
2026-06-22,maga destroyed,The Discourse w/Brandon Clark,1
2026-06-22,major,MS NOW,1
2026-06-22,major,Miningcomau,1
2026-06-22,major,nationaltribune.com.au,1
2026-06-22,make,wyndham.starweekly.com.au,2
2026-06-22,make,Signal From Tomorrow,1
2026-06-22,make,Jers Ben,1
2026-06-22,make,starweekly.com.au,1
2026-06-22,make rsv,wyndham.starweekly.com.au,2
2026-06-22,make rsv,starweekly.com.au,1
2026-06-22,makes,Crossfire Stories,1
2026-06-22,makes,Brandon Trame,1
2026-06-22,makes,WAMN News,1
2026-06-22,makes,scots.nsw.edu.au,1
2026-06-22,making,TerryWhite Chemmart Paragon ,1
2026-06-22,making,TerryWhite Chemmart Cumberland Park Pharmacy,1
2026-06-22,making,Robertos1987,1
2026-06-22,mandate,FlashGrid News,1
2026-06-22,mandate,Rebel News,1
2026-06-22,mandate,Herzog Foundation,1
2026-06-22,mandate,The Mark Thompson Show,1
2026-06-22,mandate,loopfission,1
2026-06-22,mandatory,Patiala Hospital ,1
2026-06-22,mandatory,Rainbow Children’s Hospital & BirthRight,1
2026-06-22,mandatory,Robertos1987,1
2026-06-22,manufacturing,theindiansun.com.au,2
2026-06-22,manufacturing,manmonthly.com.au,2
2026-06-22,manufacturing,miragenews.com,1
2026-06-22,manufacturing,australianmanufacturing.com.au,1
2026-06-22,matter,Bisson Dentistry,1
2026-06-22,matter,nishantha jayaweera,1
2026-06-22,matter,Facts Matter with Roman Balmakov,1
2026-06-22,matters,Medanta,1
2026-06-22,matters,The Midnight Pharmacy,1
2026-06-22,matters,TerryWhite Chemmart Paragon ,1
2026-06-22,matters,portal.ada.org.au,1
2026-06-22,may,miragenews.com,4
2026-06-22,may,AutoModerator,2
2026-06-22,may,The Pet Food Files,1
2026-06-22,may,OTV,1
2026-06-22,may,WCVB Channel 5 Boston,1
2026-06-22,may,M K44,1
2026-06-22,may,timesnewsgroup.com.au,1
2026-06-22,may,msn.com,1
2026-06-22,may,pharmadispatch.com,1
2026-06-22,mccullough,"Peter A. McCullough, MD, MPH™",1
2026-06-22,mccullough,Grant Stinchfield,1
2026-06-22,mccullough,Clipoo-mania,1
2026-06-22,mccullough,Redacted,1
2026-06-22,measles,ABC News (Australia),2
2026-06-22,measles,Medanta,1
2026-06-22,measles,miragenews.com,1
2026-06-22,measles,gaza.com.au,1
2026-06-22,media,kalkinemedia.com,3
2026-06-22,media,ama.com.au,1
2026-06-22,medical,healthdirect.gov.au,3
2026-06-22,medical,govmarket.com.au,3
2026-06-22,medical,Graig Weich BeyondComics. TV,1
2026-06-22,medical,CTV News,1
2026-06-22,medical,Between The Lines - Podcast & Media,1
2026-06-22,medical,medicalrepublic.com.au,1
2026-06-22,medical,djsir.vic.gov.au,1
2026-06-22,medical,islandsbusiness.com,1
2026-06-22,medicine,Whole Family Medicine,1
2026-06-22,medicine,KMOV St. Louis,1
2026-06-22,medicine,Dr. Tommy Martin,1
2026-06-22,medicine,medicinetoday.com.au,1
2026-06-22,melbourne,mvec.mcri.edu.au,8
2026-06-22,melbourne,parkwoodgreenmedical.com.au,2
2026-06-22,melbourne,oncelived,1
2026-06-22,melbourne,loopfission,1
2026-06-22,melbourne,findanexpert.unimelb.edu.au,1
2026-06-22,melbourne,djsir.vic.gov.au,1
2026-06-22,melbourne,newshub.medianet.com.au,1
2026-06-22,men,miragenews.com,1
2026-06-22,men,nationaltribune.com.au,1
2026-06-22,men,msn.com,1
2026-06-22,meningitis,au.news.yahoo.com,2
2026-06-22,meningitis,ITV News,1
2026-06-22,meningitis,Channel 4 News,1
2026-06-22,meningitis vaccine,au.news.yahoo.com,2
2026-06-22,meningitis vaccine,Channel 4 News,1
2026-06-22,miller,perthisok.com,2
2026-06-22,miller,wamnnews.com.au,2
2026-06-22,million,au.news.yahoo.com,2
2026-06-22,million,Channel 4 News,1
2026-06-22,minivlog,Sangita Odia vlogger ,1
2026-06-22,minivlog,KL at TN,1
2026-06-22,minivlog,Anvi cutediaries,1
2026-06-22,minivlog,Akash & priti,1
2026-06-22,minivlog,Nanichinni daily vlogs,1
2026-06-22,minivlog,manopraba life journey with Sai ma,1
2026-06-22,minivlog,Mr & mrs sengar family vlog,1
2026-06-22,minivlog,Amar and Nisha Vlogs,1
2026-06-22,mmr,Uncommon Ground,1
2026-06-22,mmr,Social Society w/ Brandon Clark,1
2026-06-22,mmr,The Discourse w/Brandon Clark,1
2026-06-22,mmr vaccine,Uncommon Ground,1
2026-06-22,mmr vaccine,Social Society w/ Brandon Clark,1
2026-06-22,mmr vaccine,The Discourse w/Brandon Clark,1
2026-06-22,moderna,au.investing.com,2
2026-06-22,moderna,m.au.investing.com,1
2026-06-22,moment,uma daily life,1
2026-06-22,moment,MISTI  MONA  VLOG,1
2026-06-22,moment,Rohan Preeti Vlogs ,1
2026-06-22,momlife,Mom Life With Mateo,1
2026-06-22,momlife,Amar and Nisha Vlogs,1
2026-06-22,momlife,#Komalpalkarvlogs,1
2026-06-22,month,DEVON PAW SHELTER ,2
2026-06-22,month,ReyNest,1
2026-06-22,month,Sathyadev and Vaishali,1
2026-06-22,month,uma daily life,1
2026-06-22,month,MISTI  MONA  VLOG,1
2026-06-22,month,Dhruv Anjana Vlogs,1
2026-06-22,month,Daily Insight,1
2026-06-22,month,savethechildren.org.au,1
2026-06-22,month vaccination,ReyNest,1
2026-06-22,month vaccination,Dhruv Anjana Vlogs,1
2026-06-22,month vaccination,Daily Insight,1
2026-06-22,months,manopraba life journey with Sai ma,1
2026-06-22,months,Sistrology Memories,1
2026-06-22,months,Fit Arshia,1
2026-06-22,morning,smh.com.au,2
2026-06-22,morning,cesphn.org.au,1
2026-06-22,mpox,ojs.cdi.cdc.gov.au,2
2026-06-22,mpox,medicinetoday.com.au,1
2026-06-22,mpox,oceanmedical.com.au,1
2026-06-22,mpox,crownstmedicalcentre.com.au,1
2026-06-22,mrna,miragenews.com,3
2026-06-22,mrna,theindiansun.com.au,2
2026-06-22,mrna,manmonthly.com.au,2
2026-06-22,mrna,Stay Tuned with Preet Bharara,1
2026-06-22,mrna,Brain Desk,1
2026-06-22,mrna,KMOV St. Louis,1
2026-06-22,mrna,Amesh Adalja MD,1
2026-06-22,mrna,PLUTO_HAS_COME_BACK,1
2026-06-22,mrna,Chumpai1986,1
2026-06-22,mrna,dpird.nsw.gov.au,1
2026-06-22,mrna,studocu.com,1
2026-06-22,mrna flu,miragenews.com,2
2026-06-22,mrna flu,KMOV St. Louis,1
2026-06-22,mrna manufacturing,theindiansun.com.au,2
2026-06-22,mrna manufacturing,manmonthly.com.au,2
2026-06-22,mrna manufacturing,miragenews.com,1
2026-06-22,mrna vaccine,Stay Tuned with Preet Bharara,1
2026-06-22,mrna vaccine,Amesh Adalja MD,1
2026-06-22,mrna vaccine,studocu.com,1
2026-06-22,multiple,miragenews.com,2
2026-06-22,multiple,unsw.edu.au,1
2026-06-22,myth,VOID ABYSS,1
2026-06-22,myth,Dr Diaguard,1
2026-06-22,myth,London Real,1
2026-06-22,myths,BEST INFLUENCER,1
2026-06-22,myths,myPediaclinic,1
2026-06-22,myths,Sydney Children's Hospitals Network,1
2026-06-22,nano,Spotted Deals with Amy & Griffey,2
2026-06-22,nano,The Menopausal Mom,1
2026-06-22,nano,The Trend Marketplace,1
2026-06-22,nano,Straight Up Reviews,1
2026-06-22,nano,Lung Transplant Nation,1
2026-06-22,nano,Genuine Tech,1
2026-06-22,nano hydroxyapatite,The Menopausal Mom,1
2026-06-22,nano hydroxyapatite,The Trend Marketplace,1
2026-06-22,nano hydroxyapatite,Straight Up Reviews,1
2026-06-22,nano hydroxyapatite,Lung Transplant Nation,1
2026-06-22,nano-hydroxyapatite,Sunflour Academy of Gluten Free Fusion,1
2026-06-22,nano-hydroxyapatite,NOBS,1
2026-06-22,nano-hydroxyapatite,Teeth Talk Girl,1
2026-06-22,nasal,adelaidenow.com.au,2
2026-06-22,nasal,Arogya Kaumudy,1
2026-06-22,nasal,9 News Australia,1
2026-06-22,nasal,10 News,1
2026-06-22,nasal,7NEWS Australia,1
2026-06-22,nasal spray,adelaidenow.com.au,2
2026-06-22,nasal spray,Arogya Kaumudy,1
2026-06-22,nasal spray,9 News Australia,1
2026-06-22,nasal spray,10 News,1
2026-06-22,national,nationaltribune.com.au,19
2026-06-22,national,govmarket.com.au,2
2026-06-22,national,Nurse Spark,1
2026-06-22,national,9 News Australia,1
2026-06-22,national,doherty.edu.au,1
2026-06-22,national,health.gov.au,1
2026-06-22,natural toothpaste,Foot Patrol & Aviation Australia,1
2026-06-22,natural toothpaste,Alex goes Coconuts,1
2026-06-22,natural toothpaste,everyday.com.au,1
2026-06-22,ndis,The Midnight Pharmacy,2
2026-06-22,ndis,TerryWhite Chemmart Paragon ,1
2026-06-22,need,The Pet Food Files,1
2026-06-22,need,Redacted,1
2026-06-22,need,MediStar Hospitals ,1
2026-06-22,need,Cairns and Tropical Gardening by Rob Pyne,1
2026-06-22,need,msn.com,1
2026-06-22,network,loopfission,1
2026-06-22,network,mphn.org.au,1
2026-06-22,network,sydneynorthhealthnetwork.org.au,1
2026-06-22,neurotoxin,Puneet Nanda,1
2026-06-22,neurotoxin,Conversations with a Chiropractor Podcast,1
2026-06-22,neurotoxin,Fluoride Free Australia,1
2026-06-22,never,Two Fun Guys Multiverse,1
2026-06-22,never,Affordable Pet Labs,1
2026-06-22,never,Young Ancestor,1
2026-06-22,never,Dr Williams Clinic,1
2026-06-22,never,Blaire White,1
2026-06-22,never,Living Well With Dr. Michelle Jorgensen,1
2026-06-22,never,WILD FACT DAILY,1
2026-06-22,new,miragenews.com,2
2026-06-22,new,nationaltribune.com.au,2
2026-06-22,new,Dr. Misha Kogan,1
2026-06-22,new,WCIA News,1
2026-06-22,new,A Internet Show,1
2026-06-22,new,Redacted,1
2026-06-22,new,Nursinglife22,1
2026-06-22,new,Patiala Hospital ,1
2026-06-22,new,The Damage Report,1
2026-06-22,new,KMOV St. Louis,1
2026-06-22,new,"WBAY TV-2 | Green Bay, WI",1
2026-06-22,new,Internet MythBusters,1
2026-06-22,new,WWLTV,1
2026-06-22,new,Channel 4 News,1
2026-06-22,new,APT,1
2026-06-22,new,Daily Insight,1
2026-06-22,new,10 News,1
2026-06-22,new,AcornAl,1
2026-06-22,new,loopfission,1
2026-06-22,new,Zoukamai,1
2026-06-22,new,aol.com,1
2026-06-22,new,msn.com,1
2026-06-22,new,citynewsqbn.com.au,1
2026-06-22,new,australianmanufacturing.com.au,1
2026-06-22,new,doherty.edu.au,1
2026-06-22,new,savethechildren.org.au,1
2026-06-22,new,thenewdaily.com.au,1
2026-06-22,new vaccine,A Internet Show,1
2026-06-22,new vaccine,WWLTV,1
2026-06-22,new vaccine,APT,1
2026-06-22,newborn,Newborn Love ,2
2026-06-22,newborn,DrMoni Nicu Babies,1
2026-06-22,newborn,Hamdard hospital ,1
2026-06-22,newborn,Dr Monica Rajput,1
2026-06-22,newborn,New Born,1
2026-06-22,newborn,Newborn Diaries,1
2026-06-22,newborn,OCEAN_D KOMIC Tv,1
2026-06-22,newbornbaby,Newborn Love ,2
2026-06-22,newbornbaby,Ami Prameli,1
2026-06-22,newbornbaby,Aakriti Dahal,1
2026-06-22,newbornbaby vaccine,Newborn Love ,2
2026-06-22,newbornbaby vaccine,Aakriti Dahal,1
2026-06-22,news,miragenews.com,46
2026-06-22,news,ABC News (Australia),6
2026-06-22,news,10 News,3
2026-06-22,news,7NEWS Australia,3
2026-06-22,news,9 News Australia,2
2026-06-22,news,newshub.medianet.com.au,2
2026-06-22,news,aapnews.aap.com.au,2
2026-06-22,news,indailysa.com.au,2
2026-06-22,news,ngaardamedia.com.au,2
2026-06-22,news,abc.net.au,2
2026-06-22,news,DW News,1
2026-06-22,news,BOL News,1
2026-06-22,news,Daily Dart,1
2026-06-22,news,BBC News,1
2026-06-22,news,GLOBAL FUTURE UPDATE,1
2026-06-22,news,Horney Fure,1
2026-06-22,news,PLUTO_HAS_COME_BACK,1
2026-06-22,news,au.news.yahoo.com,1
2026-06-22,news,portmacquarie.newsofthearea.com.au,1
2026-06-22,news,sheppnews.com.au,1
2026-06-22,news,dubbophotonews.com.au,1
2026-06-22,news,buckland-rv.com.au,1
2026-06-22,news,firstnationsnews.com.au,1
2026-06-22,news,dremmabuckland.com.au,1
2026-06-22,news,connectweb.com.au,1
2026-06-22,news australia,9 News Australia,2
2026-06-22,news australia,au.news.yahoo.com,1
2026-06-22,nip,AcornAl,1
2026-06-22,nip,askmygp.com.au,1
2026-06-22,nip,health.gov.au,1
2026-06-22,north,stillwaitingforbacon,1
2026-06-22,north,brimbanknorthwest.starweekly.com.au,1
2026-06-22,north,sydneynorthhealthnetwork.org.au,1
2026-06-22,north,msn.com,1
2026-06-22,november,WillowOfTheWisp,3
2026-06-22,november,mvec.mcri.edu.au,2
2026-06-22,november,Fluoride Free Water,1
2026-06-22,november,pbs.gov.au,1
2026-06-22,nsw,dpird.nsw.gov.au,2
2026-06-22,nsw,timesnewsgroup.com.au,2
2026-06-22,nsw,westernplainsapp.com.au,2
2026-06-22,nsw,9 News Australia,1
2026-06-22,nsw,7NEWS Australia,1
2026-06-22,nsw,nswhealth.seertechsolutions.com.au,1
2026-06-22,nsw health,timesnewsgroup.com.au,2
2026-06-22,nsw health,nswhealth.seertechsolutions.com.au,1
2026-06-22,numbers,thewest.com.au,2
2026-06-22,numbers,stillwaitingforbacon,1
2026-06-22,numbers,coonambletimes.com.au,1
2026-06-22,nurse,hotdoc.com.au,2
2026-06-22,nurse,dch_official_,1
2026-06-22,nurse,Nurse Spark,1
2026-06-22,nursing,dch_official_,1
2026-06-22,nursing,Nurse Spark,1
2026-06-22,nursing,MedMitra ,1
2026-06-22,nursing,hospitalhealth.com.au,1
2026-06-22,offered,au.news.yahoo.com,2
2026-06-22,offered,Channel 4 News,1
2026-06-22,old,DOCTOR LIFE EXTENSION,1
2026-06-22,old,lastwordonnothing.com,1
2026-06-22,old,healthed-test.kiratech.com.au,1
2026-06-22,older,PLUTO_HAS_COME_BACK,1
2026-06-22,older,mphn.org.au,1
2026-06-22,older,miragenews.com,1
2026-06-22,older,sydneynorthhealthnetwork.org.au,1
2026-06-22,one,msn.com,3
2026-06-22,one,Paradigm Thrasher,1
2026-06-22,one,Save Yourself with Dr. Amy Shah ,1
2026-06-22,one,Channel 4 News,1
2026-06-22,one,Vejon Health,1
2026-06-22,one,KADAK,1
2026-06-22,one,Startup Age,1
2026-06-22,one,IndiaFluProtection,1
2026-06-22,one,WAFF 48 News & Weather,1
2026-06-22,one,Dr. Tommy Martin,1
2026-06-22,one,Dr. Vishal Patel: Pediatric Neurologist,1
2026-06-22,one,Daily Insight,1
2026-06-22,one,Haqiqat media,1
2026-06-22,one,The Advertiser,1
2026-06-22,one,loopfission,1
2026-06-22,one,au.news.yahoo.com,1
2026-06-22,one,nationaltribune.com.au,1
2026-06-22,one,savethechildren.org.au,1
2026-06-22,one,insidestory.org.au,1
2026-06-22,one,gaza.com.au,1
2026-06-22,online,airr.com.au,2
2026-06-22,online,cutpriceonline.com.au,1
2026-06-22,online,dentalatkeys.com.au,1
2026-06-22,oral,Newborn Love ,1
2026-06-22,oral,Oral Health Foundation,1
2026-06-22,oral,research-repository.uwa.edu.au,1
2026-06-22,osmosis,刘锦卢,1
2026-06-22,osmosis,Church 1010,1
2026-06-22,osmosis,Rank On Top,1
2026-06-22,outbreak,msn.com,4
2026-06-22,outbreak,Aaron Parnas,1
2026-06-22,outbreak,MS NOW,1
2026-06-22,outbreak,The Mark Thompson Show,1
2026-06-22,outbreak,Horney Fure,1
2026-06-22,outbreak,MelodyTV,1
2026-06-22,outbreak,ABC News (Australia),1
2026-06-22,outbreak,7NEWS Australia,1
2026-06-22,outbreak,murrayvalleystandard.com.au,1
2026-06-22,outbreak,nine.com.au,1
2026-06-22,outbreak,gaza.com.au,1
2026-06-22,outbreaks,ABC News (Australia),1
2026-06-22,outbreaks,au.news.yahoo.com,1
2026-06-22,outbreaks,unsw.edu.au,1
2026-06-22,overrated,𝐆𝐑,3
2026-06-22,overrated,MINCE'N'WEED,1
2026-06-22,pain,fatima_edix,1
2026-06-22,pain,Mumbai Eye Care Hospital,1
2026-06-22,pain,msn.com,1
2026-06-22,pandemic,nine.com.au,2
2026-06-22,pandemic,thetimes.com.au,2
2026-06-22,pandemic,wamnnews.com.au,2
2026-06-22,pandemic,NMG Global Connect,1
2026-06-22,pandemic,Dr Williams Clinic,1
2026-06-22,pandemic,A Peaceful Perch,1
2026-06-22,pandemic,loopfission,1
2026-06-22,pandemic,msn.com,1
2026-06-22,pandemic,au.finance.yahoo.com,1
2026-06-22,pandemic,smh.com.au,1
2026-06-22,parenting,Rainbow Children’s Hospital & BirthRight,1
2026-06-22,parenting,Health Science,1
2026-06-22,parenting,Sehat Byte,1
2026-06-22,parenting,Ajith Narayanankutty,1
2026-06-22,parents,Dr. Praveenya Mahanthi,1
2026-06-22,parents,Living Well With Dr. Michelle Jorgensen,1
2026-06-22,parents,fatima_edix,1
2026-06-22,parents,saraharchie93,1
2026-06-22,parents,scots.nsw.edu.au,1
2026-06-22,parliament,Hayley Green,1
2026-06-22,parliament,Haqiqat media,1
2026-06-22,parliament,nationaltribune.com.au,1
2026-06-22,parliament,smh.com.au,1
2026-06-22,part,Haqiqat media,4
2026-06-22,part,wyndham.starweekly.com.au,2
2026-06-22,part,John Meaders,1
2026-06-22,part,Laboratory Tutor ,1
2026-06-22,part,FluorideFreeWA Perth,1
2026-06-22,part,loopfission,1
2026-06-22,part,starweekly.com.au,1
2026-06-22,party,Hayley Green,2
2026-06-22,party,Zoukamai,1
2026-06-22,patients,Alabama Public Health,1
2026-06-22,patients,WWLTV,1
2026-06-22,patients,loopfission,1
2026-06-22,paul,Fluoride Free Australia,4
2026-06-22,paul,FluorideFreeWA Perth,2
2026-06-22,paul,Toxic Fluoride,1
2026-06-22,paul connett,Fluoride Free Australia,3
2026-06-22,paul connett,FluorideFreeWA Perth,2
2026-06-22,paul connett,Toxic Fluoride,1
2026-06-22,peak,newshub.medianet.com.au,1
2026-06-22,peak,racgp.org.au,1
2026-06-22,peak,ama.com.au,1
2026-06-22,people,au.news.yahoo.com,2
2026-06-22,people,Whispers From Solian,1
2026-06-22,people,The PreHistoric Farmer,1
2026-06-22,people,PLUTO_HAS_COME_BACK,1
2026-06-22,people,mphn.org.au,1
2026-06-22,people,sydneynorthhealthnetwork.org.au,1
2026-06-22,people,findanexpert.unimelb.edu.au,1
2026-06-22,perth,perthisok.com,2
2026-06-22,perth,FluorideFreeWA Perth,1
2026-06-22,perth,Downtown4life,1
2026-06-22,perth,water2water.com.au,1
2026-06-22,pertussis,curate.curtin.edu.au,2
2026-06-22,pertussis,pbs.gov.au,1
2026-06-22,pet,Affordable Pet Labs,1
2026-06-22,pet,WNDU 16 News Now,1
2026-06-22,pet,Ankit Parekh Vlogs,1
2026-06-22,pet,nationaltribune.com.au,1
2026-06-22,pets,Prilove,1
2026-06-22,pets,Irish Franco,1
2026-06-22,pets,Jmk Vet,1
2026-06-22,pets,Street Dog Planet44,1
2026-06-22,pfizer,The Hill,1
2026-06-22,pfizer,Graig Weich BeyondComics. TV,1
2026-06-22,pfizer,news.com.au,1
2026-06-22,pfizer,Sky News Australia,1
2026-06-22,pfizer,Chumpai1986,1
2026-06-22,pharmaceutical,pbs.gov.au,2
2026-06-22,pharmaceutical,Graig Weich BeyondComics. TV,1
2026-06-22,pharmaceutical,psa.org.au,1
2026-06-22,pharmacy,healthdirect.gov.au,4
2026-06-22,pharmacy,perthnow.com.au,2
2026-06-22,pharmacy,stanmorepharmacy.com.au,2
2026-06-22,pharmacy,RPIIT ACADEMICS,1
2026-06-22,pharmacy,ajp.com.au,1
2026-06-22,pharmacy,retailpharmacymagazine.com.au,1
2026-06-22,pharmacy,wataganparkpharmacy.com,1
2026-06-22,pharmacy,pharmacydaily.com.au,1
2026-06-22,pineal,VOID ABYSS,1
2026-06-22,pineal,Weird Frequencies,1
2026-06-22,pineal,ADELINE ATLAS,1
2026-06-22,pineal,Toxic Fluoride,1
2026-06-22,pineal gland,VOID ABYSS,1
2026-06-22,pineal gland,ADELINE ATLAS,1
2026-06-22,pineal gland,Toxic Fluoride,1
2026-06-22,plastic,Spotted Deals with Amy & Griffey,2
2026-06-22,plastic,nationaltribune.com.au,1
2026-06-22,please,DEVON PAW SHELTER ,2
2026-06-22,please,captainzigzag,1
2026-06-22,please,bananapant1,1
2026-06-22,pneumococcal,mvec.mcri.edu.au,3
2026-06-22,pneumococcal,emphn.org.au,2
2026-06-22,pneumococcal,Dr. Likhita Dasari,1
2026-06-22,pneumococcal,pbs.gov.au,1
2026-06-22,pneumococcal vaccination,emphn.org.au,2
2026-06-22,pneumococcal vaccination,Dr. Likhita Dasari,1
2026-06-22,pneumococcal vaccination,mvec.mcri.edu.au,1
2026-06-22,podcast,JOWMA,1
2026-06-22,podcast,Oral Health Foundation,1
2026-06-22,podcast,Carly Brown Heals,1
2026-06-22,podcast,DNAIndiaNews,1
2026-06-22,poisoning,The HighWire with Del Bigtree,1
2026-06-22,poisoning,The State of Freedom,1
2026-06-22,poisoning,silkyauday,1
2026-06-22,policy,mvec.mcri.edu.au,2
2026-06-22,policy,portal.ada.org.au,1
2026-06-22,policy,pharmadispatch.com,1
2026-06-22,potential,curate.curtin.edu.au,2
2026-06-22,potential,InterestingClips,1
2026-06-22,potential,hospitalhealth.com.au,1
2026-06-22,poultry,Tahir poultry farm ,1
2026-06-22,poultry,Vet Info,1
2026-06-22,poultry,rmit.edu.au,1
2026-06-22,power,NTV Kenya,1
2026-06-22,power,Parisa,1
2026-06-22,power,The Veritas Project ,1
2026-06-22,power,Cleveland Dental Care,1
2026-06-22,pregnancy,Akash & priti,1
2026-06-22,pregnancy,360 Degree Classes,1
2026-06-22,pregnancy,swsphn.com.au,1
2026-06-22,premier,WAMN News,1
2026-06-22,premier,Wheatbelt-woman,1
2026-06-22,premier,premier.vic.gov.au,1
2026-06-22,presentation,Fluoride Free Australia,2
2026-06-22,presentation,Toxic Fluoride,1
2026-06-22,presentation,PLUTO_HAS_COME_BACK,1
2026-06-22,prevent,Aseel rooster  Jahanzaib ,1
2026-06-22,prevent,Harmony Pediatrics,1
2026-06-22,prevent,OTV,1
2026-06-22,prevent,Ankura Hospital for Women & Children,1
2026-06-22,prevent,Mumbai Eye Care Hospital,1
2026-06-22,prevent,smh.com.au,1
2026-06-22,preventable,zero_rabies,1
2026-06-22,preventable,nationaltribune.com.au,1
2026-06-22,preventable,springboard.health.qld.gov.au,1
2026-06-22,prevention,indailysa.com.au,2
2026-06-22,prevention,michifinds,1
2026-06-22,prevention,Dr. Likhita Dasari,1
2026-06-22,prevention,Health unfiltered,1
2026-06-22,prevention,Skylox Transit,1
2026-06-22,prevention,SumanTV Lifestyle,1
2026-06-22,prevention,Towne Centre Family Dental and the Implant & SmileMakeover Studio,1
2026-06-22,prevention,Haan Health Medical Centre,1
2026-06-22,primary,dpird.nsw.gov.au,2
2026-06-22,primary,perthnow.com.au,2
2026-06-22,primary,mphn.org.au,1
2026-06-22,primary,healthdirect.gov.au,1
2026-06-22,professional,"Australian Dept of Health, Disability and Ageing",1
2026-06-22,professional,AcornAl,1
2026-06-22,professional,health.gov.au,1
2026-06-22,professor,Fluoride Free Australia,3
2026-06-22,professor,Caries and fairies,1
2026-06-22,professor,Toxic Fluoride,1
2026-06-22,professor paul,Fluoride Free Australia,3
2026-06-22,professor paul,Toxic Fluoride,1
2026-06-22,program,govmarket.com.au,5
2026-06-22,program,Vet Info,2
2026-06-22,program,australiantenders.com.au,2
2026-06-22,program,CTV News,1
2026-06-22,program,The Midnight Pharmacy,1
2026-06-22,program,Street Dog Planet44,1
2026-06-22,program,Amesh Adalja MD,1
2026-06-22,program,9 News Australia,1
2026-06-22,program,loopfission,1
2026-06-22,program,emphn.org.au,1
2026-06-22,program,health.gov.au,1
2026-06-22,prompts,msn.com,2
2026-06-22,prompts,ABC News (Australia),1
2026-06-22,protect,wa.gov.au,2
2026-06-22,protect,adelaidenow.com.au,2
2026-06-22,protect,The mother Doctor,1
2026-06-22,protect,My Mobile Dentist Battle,1
2026-06-22,protect,firstnationsnews.com.au,1
2026-06-22,protect,earlychildhood.qld.gov.au,1
2026-06-22,protect,miragenews.com,1
2026-06-22,protected,wataganparkpharmacy.com,1
2026-06-22,protected,wha.net.au,1
2026-06-22,protected,balgowlahvillagemedicalpractice.com.au,1
2026-06-22,protecting,The Midnight Pharmacy,2
2026-06-22,protecting,TerryWhite Chemmart Paragon ,1
2026-06-22,protecting,ST.MOTHER TERESA DENTAL AND COSMETIC CLINIC,1
2026-06-22,protecting,classicwayfamilypractice.com.au,1
2026-06-22,protection,Relative Tools,1
2026-06-22,protection,Mr & mrs sengar family vlog,1
2026-06-22,protection,The Midnight Pharmacy,1
2026-06-22,protection,TerryWhite Chemmart Paragon ,1
2026-06-22,protection,Haan Health Medical Centre,1
2026-06-22,protection,Ajith Narayanankutty,1
2026-06-22,protection,Ankura Hospital for Women & Children,1
2026-06-22,protection,theislanderonline.com.au,1
2026-06-22,protection,mvec.mcri.edu.au,1
2026-06-22,protects,Rainbow Children’s Hospital & BirthRight,1
2026-06-22,protects,SumanTV Lifestyle,1
2026-06-22,protects,Ajith Narayanankutty,1
2026-06-22,public,miragenews.com,2
2026-06-22,public,The Incomplete Past,1
2026-06-22,public,Paradigm Thrasher,1
2026-06-22,public,Alabama Public Health,1
2026-06-22,public, used to be a bartender at the borgata ,1
2026-06-22,public,Dr. Leslie Treece,1
2026-06-22,public,Cleveland Dental Care,1
2026-06-22,public,islandsbusiness.com,1
2026-06-22,public health,The Incomplete Past,1
2026-06-22,public health,Cleveland Dental Care,1
2026-06-22,public health,islandsbusiness.com,1
